user_id,item_id,Recommended_Games
76561198074249881,211820,['Starbound']
76561198074256516,570,[nan]
76561198074278130,252490,['Rust']
76561198074284787,236390,[nan]
76561198074285384,236390,[nan]
76561198074291619,99900,['Spiral Knights']
76561198074301386,265630,['Fistful of Frags']
76561198074311103,"212680, 630","['FTL: Faster Than Light', 'Alien Swarm']"
76561198074327940,"241930, 221100","[nan, 'DayZ', 'Middle-earth™: Shadow of Mordor™']"
76561198074333465,224760,['FEZ']
76561198074337670,550,['Left 4 Dead 2']
76561198074347537,4000,"[""Garry's Mod""]"
76561198074348729,200510,['XCOM: Enemy Unknown']
76561198074352514,221260,"['Little Inferno', 'Among the Sleep - Enhanced Edition']"
76561198074356093,730,['Counter-Strike: Global Offensive']
76561198074357143,238460,['BattleBlock Theater®']
76561198074366598,730,['Counter-Strike: Global Offensive']
76561198074367257,24660,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561198074367577,293900,"['Galactic Civilizations III', 'Pivvot', nan, 'DOOM', 'Crypt of the NecroDancer']"
76561198074373301,"310370, 91310","[nan, 'The Way of Life Free Edition']"
76561198074377542,"51100, 72850, 417860","[nan, 'Tactical Intervention']"
76561198074404727,730,['Counter-Strike: Global Offensive']
76561198074412580,339350,"['Choice of Robots', 'AdVenture Capitalist', 'Counter-Strike: Global Offensive', 'Terraria', nan]"
76561198074414765,213670,['South Park™: The Stick of Truth™']
76561198074416924,206420,['Saints Row IV']
76561198074419919,"440, 209650, 550","['Team Fortress 2', 'Left 4 Dead 2']"
76561198074433040,417860,['Emily is Away']
76561198074445285,8500,"[nan, 'EVE Online', 'Team Fortress 2', 'Emily is Away', 'Deus Ex: Game of the Year Edition']"
76561198074464808,440,['Team Fortress 2']
76561198074467168,239160,"['Thief', 'Interstellar Marines']"
76561198074479756,"261030, 245470","['The Walking Dead: Season 2', 'Democracy 3']"
76561198074485619,"25000, 113200",['The Binding of Isaac']
76561198074516105,236390,[nan]
76561198074540604,"4000, 208090","['Loadout', 'Terraria', ""Garry's Mod""]"
76561198074557309,304930,['Unturned']
76561198074558199,238960,[nan]
76561198074561346,"440, 344760, 8980, 266840, 730, 274940","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198074571299,"440, 730, 314160, 204360","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198074590108,57900,"['Robocraft', 'Duke Nukem Forever', 'Counter-Strike: Source', 'Amnesia: The Dark Descent', 'Alan Wake']"
76561198074603436,203160,['Tomb Raider']
76561198074621665,"105600, 322330, 219740","[nan, 'Terraria', ""Don't Starve Together"", ""Melody's Escape"", 'The Ship: Murder Party']"
76561198074635811,730,['Counter-Strike: Global Offensive']
76561198074642074,230410,['Warframe']
76561198074644990,207230,['ArcheBlade™']
76561198074656338,236390,[nan]
76561198074700614,49520,['Borderlands 2']
76561198074702680,4000,"[""Garry's Mod""]"
76561198074721767,"242760, 294140",['The Forest']
76561198074722204,"487280, 268500",['XCOM® 2']
76561198074727993,440,['Team Fortress 2']
76561198074736789,227940,['Heroes & Generals']
76561198074744700,222880,['Insurgency']
76561198074752073,295110,[nan]
76561198074763789,"242920, 223470, 317360, 203160, 57690","['Tomb Raider', 'Banished', 'Tropico 4']"
76561198074778803,247080,"['The Banner Saga', 'Crypt of the NecroDancer', 'Team Fortress 2', 'Undertale']"
76561198074783932,252950,['Rocket League®']
76561198074791637,4000,"[""Garry's Mod""]"
76561198074792098,230410,['Warframe']
76561198074796419,221100,['DayZ']
76561198074803924,6060,"['Star Wars: Battlefront 2 (Classic, 2005)']"
76561198074819329,"104700, 239220, 224260","['No More Room in Hell', 'Super MNC', nan]"
76561198074822440,250900,['The Binding of Isaac: Rebirth']
76561198074831889,238320,['Outlast']
76561198074843769,"4000, 730","['Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198074860147,730,['Counter-Strike: Global Offensive']
76561198074871696,"440, 570","[nan, 'Team Fortress 2']"
76561198074878548,42910,['Magicka']
76561198074900673,209870,['Blacklight: Retribution']
76561198074912402,200260,['Batman: Arkham City - Game of the Year Edition']
76561198074918909,"337661, 302830",['BLOCKADE 3D']
76561198074920496,"730, 233250","['Counter-Strike: Global Offensive', nan]"
76561198074935997,299740,"['Miscreated', nan, 'Counter-Strike: Global Offensive']"
76561198074937351,"204530, 251170, 390340, 322910","['PlanetSide 2', 'Infested Planet', 'Supreme Commander: Forged Alliance', 'Robocraft', 'Warhammer 40,000: Regicide']"
76561198074940658,"440, 22380","['Team Fortress 2', 'Fallout: New Vegas', 'SpeedRunners', 'Loadout']"
76561198074942714,244850,[nan]
76561198074965973,"8930, 231430","[""Sid Meier's Civilization® V"", 'Company of Heroes 2', 'Grand Theft Auto V']"
76561198074968696,230410,['Warframe']
76561198074973653,206420,['Saints Row IV']
76561198074993638,242760,['The Forest']
76561198075022936,243870,[nan]
76561198075023672,"304930, 355180",['Unturned']
76561198075026598,730,['Counter-Strike: Global Offensive']
76561198075120679,440,['Team Fortress 2']
76561198075132070,233720,['Surgeon Simulator']
76561198075141715,"1250, 230410, 521430","['Alien Swarm', 'Warframe', 'Killing Floor']"
76561198075166884,"251570, 224540","[nan, 'Ace of Spades: Battle Builder']"
76561198075202352,301520,['Robocraft']
76561198075226289,570,[nan]
76561198075228836,440,['Team Fortress 2']
76561198075229670,4000,"[""Garry's Mod""]"
76561198075231791,348090,"['PAYDAY 2: Gage Mod Courier', 'PAYDAY 2: The OVERKILL Pack', 'Pixel Piracy', 'Sir, You Are Being Hunted', nan]"
76561198075234235,"570, 218620","[nan, ""Sid Meier's Civilization® V"", 'How to Survive']"
76561198075234879,99900,['Spiral Knights']
76561198075239591,210770,['Sanctum 2']
76561198075244108,4000,"[""Garry's Mod""]"
76561198075252558,8870,['BioShock Infinite']
76561198075257303,220,['Half-Life 2']
76561198075272138,"292030, 225540, 319630","['Life is Strange - Episode 1', nan]"
76561198075277292,570,[nan]
76561198075297842,440,['Team Fortress 2']
76561198075329557,440,['Team Fortress 2']
76561198075369739,304050,['Trove']
76561198075375032,730,['Counter-Strike: Global Offensive']
76561198075386334,570,[nan]
76561198075393320,"222880, 304930","['Unturned', 'Insurgency', 'Crusader Kings II']"
76561198075406197,238960,[nan]
76561198075417014,234670,"[nan, 'NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD']"
76561198075422436,"335240, 304050, 211820, 248820","['Risk of Rain', 'Trove', 'Starbound']"
76561198075435799,105600,['Terraria']
76561198075452263,"304050, 238430","['Trove', 'Contagion']"
76561198075471497,99900,['Spiral Knights']
76561198075485979,219740,[nan]
76561198075491202,"4000, 550, 231430, 252490, 4560","['Left 4 Dead 2', ""Garry's Mod"", 'Rust']"
76561198075528164,304930,['Unturned']
76561198075532361,"222880, 208480",['Insurgency']
76561198075539885,301520,['Robocraft']
76561198075551070,265210,[nan]
76561198075552656,261640,['Borderlands: The Pre-Sequel']
76561198075559668,208090,['Loadout']
76561198075565282,"252530, 427100","['Counter-Strike: Global Offensive', 'Terraria', 'Euro Truck Simulator 2', 'OMSI 2: Steam Edition', 'Train Simulator']"
76561198075568730,233720,['Surgeon Simulator']
76561198075581042,"440, 314160, 17570, 72750",['Team Fortress 2']
76561198075584298,730,['Counter-Strike: Global Offensive']
76561198075597491,246620,['Plague Inc: Evolved']
76561198075601492,"113200, 113204, 105600, 212680","['Terraria', 'The Binding of Isaac', 'FTL: Faster Than Light']"
76561198075621149,"730, 221100","['DayZ', 'Counter-Strike: Global Offensive']"
76561198075626434,"364360, 234140","['Total War: WARHAMMER', 'Mad Max']"
76561198075631259,"393010, 550",['Left 4 Dead 2']
76561198075686544,219640,['Chivalry: Medieval Warfare']
76561198075697854,730,['Counter-Strike: Global Offensive']
76561198075707246,1250,['Killing Floor']
76561198075728794,252490,['Rust']
76561198075738409,"4000, 224540, 550","['Left 4 Dead 2', ""Garry's Mod"", 'Ace of Spades: Battle Builder']"
76561198075747130,286080,"['Thinking with Time Machine', nan, 'Dead Realm', 'Batman™: Arkham Origins', 'Dragon Age: Origins - Ultimate Edition']"
76561198075749223,"435870, 250340, 394230","['Blockland', 'Sir, You Are Being Hunted', 'Battleborn', 'Spiral Knights']"
76561198075751591,219740,[nan]
76561198075756890,248570,['Toribash']
76561198075794347,236110,['Dungeon Defenders II']
76561198075806576,304930,['Unturned']
76561198075836652,440,['Team Fortress 2']
76561198075850899,"227300, 218230","['Euro Truck Simulator 2', 'PlanetSide 2']"
76561198075863151,8930,"[""Sid Meier's Civilization® V""]"
76561198075883349,4000,"[""Garry's Mod""]"
76561198075895633,440,['Team Fortress 2']
76561198075900533,"383080, 72850, 214950","[nan, 'Total War™: ROME II - Emperor Edition', 'Mount & Blade: Warband', 'BioShock Infinite', 'Pixel Piracy']"
76561198075907724,"301520, 244850","[nan, 'Robocraft']"
76561198075908841,304930,['Unturned']
76561198075913639,220260,"['Farming Simulator 2013 Titanium Edition', 'Counter-Strike: Global Offensive', 'Simply Chess', nan, 'Farming Simulator 15']"
76561198075915471,8930,"[""Sid Meier's Civilization® V""]"
76561198075920681,"109600, 440",['Team Fortress 2']
76561198075935236,"226700, 250900","['The Binding of Isaac: Rebirth', nan]"
76561198075957410,"322330, 319630","['Life is Strange - Episode 1', ""Don't Starve Together""]"
76561198075973825,230410,['Warframe']
76561198075975078,274940,['Depth']
76561198075975771,"244450, 251570",[nan]
76561198075978416,"440, 386940",['Team Fortress 2']
76561198075981950,221100,['DayZ']
76561198075993539,268650,"[nan, 'Stranded Deep', 'Kerbal Space Program', 'Gang Beasts', 'Source Filmmaker']"
76561198076030187,236390,[nan]
76561198076031079,252490,['Rust']
76561198076033022,"220240, 271290, 218230, 440","[nan, 'Team Fortress 2', 'PlanetSide 2', 'Counter-Strike: Global Offensive', 'Arma 2: Operation Arrowhead']"
76561198076034868,"200210, 7670",['Realm of the Mad God']
76561198076039282,307880,"['The Forest', 'Savage Lands', nan, 'Dying Light', 'Undertale']"
76561198076055973,"206210, 337950",['Gotham City Impostors Free to Play']
76561198076056874,440,['Team Fortress 2']
76561198076068709,"301520, 24740","['Robocraft', 'Burnout Paradise: The Ultimate Box']"
76561198076069088,"346110, 253430, 440","['ARK: Survival Evolved', 'Team Fortress 2']"
76561198076072214,"440, 4000","['Team Fortress 2', ""Garry's Mod""]"
76561198076076634,440,['Team Fortress 2']
76561198076090519,113200,['The Binding of Isaac']
76561198076108428,730,['Counter-Strike: Global Offensive']
76561198076114293,17460,"['Mass Effect', nan]"
76561198076120449,51100,['Tactical Intervention']
76561198076127919,"385800, 4920, 261180","['Natural Selection 2', 'Lethal League']"
76561198076135607,"242880, 730",['Counter-Strike: Global Offensive']
76561198076144807,271290,[nan]
76561198076152376,265930,['Goat Simulator']
76561198076203442,260230,['Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™']
76561198076209538,4000,"[""Garry's Mod""]"
76561198076223290,227860,"['Unturned', 'Starbound', nan, 'Cortex Command', 'Total War™: ROME II - Emperor Edition']"
76561198076228553,35140,['Batman: Arkham Asylum Game of the Year Edition']
76561198076232842,235540,"['Warhammer: End Times - Vermintide', 'ORION: Prelude', 'NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD', 'Dropsy', 'Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad']"
76561198076235306,33440,"[nan, 'Farming Simulator 15', 'Watch_Dogs™']"
76561198076240240,730,['Counter-Strike: Global Offensive']
76561198076246961,440,['Team Fortress 2']
76561198076250691,"50130, 209670",['Mafia II']
76561198076271617,"8930, 550, 265930, 65930, 205100, 270510, 245550, 63380","['Left 4 Dead 2', 'Dishonored', ""Sid Meier's Civilization® V"", 'Red Orchestra 2: Heroes of Stalingrad with Rising Storm', 'Sparkle 2 Evo']"
76561198076271965,440,['Team Fortress 2']
76561198076299728,730,['Counter-Strike: Global Offensive']
76561198076300855,440,['Team Fortress 2']
76561198076305385,319630,['Life is Strange - Episode 1']
76561198076307555,377160,['Fallout 4']
76561198076310095,"204360, 226320, 570, 230410","[nan, 'Warframe']"
76561198076322243,"233250, 268750, 113200, 250900, 322170, 282140","['The Binding of Isaac: Rebirth', 'The Binding of Isaac', 'Counter-Strike: Global Offensive', 'The Binding of Isaac: Afterbirth']"
76561198076334976,"263760, 218620",[nan]
76561198076356585,206500,['AirMech Strike']
76561198076366524,"105600, 200210","['Terraria', 'Realm of the Mad God', 'Starbound']"
76561198076388843,"213610, 236110",['Dungeon Defenders II']
76561198076427213,"291210, 63380","['Sniper Elite V2', nan]"
76561198076436360,"35450, 253770, 244850",[nan]
76561198076452843,"440, 221910","['Team Fortress 2', 'The Stanley Parable', 'Counter-Strike: Global Offensive']"
76561198076466183,268320,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561198076470478,730,['Counter-Strike: Global Offensive']
76561198076480636,"364360, 34330","['Total War: WARHAMMER', nan]"
76561198076481365,"8930, 227300, 221100, 108600, 34330, 218620","['DayZ', 'Project Zomboid', nan, 'Mafia II', ""Sid Meier's Civilization® V""]"
76561198076482697,4000,"[""Garry's Mod""]"
76561198076484277,275850,"[""No Man's Sky""]"
76561198076513951,"730, 230410, 241540, 252950","['Counter-Strike: Global Offensive', 'Warframe', 'Rocket League®']"
76561198076519474,17410,"[""Mirror's Edge™""]"
76561198076533123,730,['Counter-Strike: Global Offensive']
76561198076542620,202970,['Call of Duty®: Black Ops II']
76561198076548816,"226700, 219740",[nan]
76561198076551327,"221100, 248860",['DayZ']
76561198076580598,"4000, 228880, 221100","[""Garry's Mod"", 'DayZ', 'Arma 3', 'Saints Row IV']"
76561198076601834,730,['Counter-Strike: Global Offensive']
76561198076603075,214950,['Total War™: ROME II - Emperor Edition']
76561198076636927,440,['Team Fortress 2']
76561198076638440,"105600, 440, 24240","['Terraria', 'Team Fortress 2', 'PAYDAY™ The Heist']"
76561198076657939,437220,[nan]
76561198076672288,"444560, 291480",['Warface']
76561198076683773,4000,"[""Garry's Mod""]"
76561198076690019,"219640, 200010, 304930","[""Garry's Mod"", 'Chivalry: Medieval Warfare', 'Unturned', 'Counter-Strike: Global Offensive']"
76561198076696353,"242760, 377160, 221640, 12200, 250320","['Fallout 4', 'Super Hexagon']"
76561198076698338,"113400, 208090",['Loadout']
76561198076701454,"304930, 224260, 550, 440, 17500","['Team Fortress 2', 'Left 4 Dead 2', 'No More Room in Hell', ""Garry's Mod"", 'Unturned']"
76561198076703856,356670,"[""Spooky's Jump Scare Mansion"", 'Emily is Away', ""Garry's Mod"", 'Unturned', 'Shelter']"
76561198076708943,221380,['Age of Empires II HD']
76561198076717446,"4000, 218620","[nan, ""Garry's Mod""]"
76561198076721590,"345520, 417860",['Emily is Away']
76561198076726920,105600,['Terraria']
76561198076731390,730,['Counter-Strike: Global Offensive']
76561198076735654,"287450, 251570, 334230, 264710","[nan, 'Town of Salem', 'Rise of Nations: Extended Edition']"
76561198076747687,570,[nan]
76561198076749377,"203140, 730, 224540, 223470",['Counter-Strike: Global Offensive']
76561198076762909,440,['Team Fortress 2']
76561198076769682,227940,['Heroes & Generals']
76561198076770532,"212680, 204340, 108600, 381210, 219740, 201790","[nan, 'FTL: Faster Than Light']"
76561198076783639,223710,['Cry of Fear']
76561198076800951,4000,"[""Garry's Mod""]"
76561198076812814,570,[nan]
76561198076822919,335300,"['DARK SOULS™ II: Scholar of the First Sin', 'DARK SOULS™: Prepare To Die™ Edition', ""Don't Starve Together""]"
76561198076888341,224580,"['Arma II: DayZ Mod', 'Counter-Strike: Global Offensive', 'DayZ', 'PlanetSide 2']"
76561198076888614,260230,['Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™']
76561198076908554,255480,"['Counter-Strike: Global Offensive', 'Terraria', 'Middle-earth™: Shadow of Mordor™', nan, 'Lord of the Rings: War in the North']"
76561198076913298,440,['Team Fortress 2']
76561198076946820,440,['Team Fortress 2']
76561198077024096,570,[nan]
76561198077027020,730,['Counter-Strike: Global Offensive']
76561198077029675,391220,"[nan, ""No Man's Sky"", 'NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution', 'Metro: Last Light Redux', 'Team Fortress 2']"
76561198077032945,"440, 304050, 107100, 304930","['Trove', 'Team Fortress 2', 'Echoes+', 'Unturned']"
76561198077034833,56400,"[nan, 'Bastion']"
76561198077035190,237930,['Transistor']
76561198077085269,570,[nan]
76561198077092391,263980,"['Red Crucible®: Firestorm', 'Town of Salem', 'Out There Somewhere', '8BitMMO', 'Microsoft Flight Simulator X: Steam Edition']"
76561198077102914,"261570, 230410","['Warframe', 'Ori and the Blind Forest']"
76561198077104907,218620,[nan]
76561198077109688,8930,"[""Sid Meier's Civilization® V""]"
76561198077110027,620,['Portal 2']
76561198077113035,"202970, 209650","['Call of Duty®: Black Ops II', 'Call of Duty®: Advanced Warfare - Gold Edition']"
76561198077126409,440,['Team Fortress 2']
76561198077183278,730,['Counter-Strike: Global Offensive']
76561198077183562,"241540, 218620, 221100, 205100","[nan, 'Dishonored', 'DayZ', 'Mafia II', 'GRID Autosport']"
76561198077185651,"263360, 289130, 261820, 248820","['Risk of Rain', 'Estranged: Act I']"
76561198077187420,"550, 249130, 252330, 214510, 570, 218620","[nan, 'Left 4 Dead 2']"
76561198077187699,72850,[nan]
76561198077193790,252490,['Rust']
76561198077207405,"389570, 252490, 49520, 461560, 322330, 346110","['Borderlands 2', 'Rust', ""Don't Starve Together""]"
76561198077244610,313160,"[nan, 'Farming Simulator 15', 'Banished', 'Dirty Bomb®', 'Fistful of Frags']"
76561198077251565,440,['Team Fortress 2']
76561198077253824,"312720, 427520, 247020, 440","['Team Fortress 2', 'Factorio', 'Unturned']"
76561198077255065,202970,['Call of Duty®: Black Ops II']
76561198077260594,442080,"['Riders of Icarus', 'Counter-Strike: Global Offensive', 'Trine 2: Complete Story', 'Audiosurf 2', 'Free to Play']"
76561198077261748,620,['Portal 2']
76561198077262819,"261640, 730",['Counter-Strike: Global Offensive']
76561198077265194,"322330, 239820","['Game Dev Tycoon', ""Don't Starve Together""]"
76561198077265365,730,['Counter-Strike: Global Offensive']
76561198077266421,40100,"['Prison Architect', 'Supreme Commander 2', nan]"
76561198077267655,440,['Team Fortress 2']
76561198077267953,236390,[nan]
76561198077294556,"330840, 570, 203160, 319630","[nan, 'Prince of Persia: Warrior Within™', 'Life is Strange - Episode 1', 'To the Moon', 'Tomb Raider']"
76561198077295304,"379720, 107410, 327070","['DOOM', 'Arma 3']"
76561198077295459,"291210, 227940",['Heroes & Generals']
76561198077337646,"299360, 2400","['Block N Load', 'The Ship: Murder Party']"
76561198077351278,570,[nan]
76561198077355524,252490,['Rust']
76561198077360732,304930,['Unturned']
76561198077361630,8870,['BioShock Infinite']
76561198077366241,218620,[nan]
76561198077380459,376570,"['WildStar', ""Garry's Mod"", 'Rocket League®', 'Dying Light', nan]"
76561198077421896,226700,[nan]
76561198077432581,274190,['Broforce']
76561198077442099,"301520, 218230","['Robocraft', 'PlanetSide 2']"
76561198077447920,215470,"['Primal Carnage', 'Reign Of Kings']"
76561198077457233,"251170, 203140","['Hitman: Absolution™', 'Damned']"
76561198077457797,570,[nan]
76561198077460901,252490,['Rust']
76561198077468327,252490,['Rust']
76561198077512503,72850,[nan]
76561198077517025,108600,['Project Zomboid']
76561198077524603,374320,['DARK SOULS™ III']
76561198077528547,440,['Team Fortress 2']
76561198077528839,34900,"[""Bad Rats: the Rats' Revenge""]"
76561198077530172,"224260, 440, 230410, 209870, 291480","['Team Fortress 2', 'Warframe', 'Blacklight: Retribution']"
76561198077583455,"242920, 620, 48000","['Portal 2', 'LIMBO', 'Banished']"
76561198077584877,"440, 113400","[nan, 'Team Fortress 2', 'APB Reloaded', 'Left 4 Dead 2']"
76561198077590093,388090,"[""Five Nights at Freddy's 4"", 'Team Fortress 2']"
76561198077596124,"346010, 234140, 287390","['Mad Max', 'Besiege']"
76561198077605147,223470,['POSTAL 2']
76561198077613835,72850,[nan]
76561198077646251,238960,[nan]
76561198077655117,290340,"['Black Mesa', 'Armello', ""Sid Meier's Civilization®: Beyond Earth™"", ""Sid Meier's Civilization: Beyond Earth - Rising Tide"", 'Offworld Trading Company']"
76561198077658105,"252410, 346110",['ARK: Survival Evolved']
76561198077660216,105600,['Terraria']
76561198077663677,"1840, 72850","[nan, 'Source Filmmaker']"
76561198077664247,239140,['Dying Light']
76561198077684524,"113200, 104900","['ORION: Prelude', 'The Binding of Isaac']"
76561198077695125,245550,['Free to Play']
76561198077707535,17500,"['Rust', 'Zombie Panic! Source', nan, 'Left 4 Dead 2', 'Team Fortress 2']"
76561198077722291,570,[nan]
76561198077722774,440,['Team Fortress 2']
76561198077728175,"220, 420, 340",['Half-Life 2']
76561198077731258,"440, 302830","['Team Fortress 2', 'BLOCKADE 3D', 'Unturned']"
76561198077742459,218230,['PlanetSide 2']
76561198077782925,"440, 304930","['Team Fortress 2', 'Unturned']"
76561198077783045,730,['Counter-Strike: Global Offensive']
76561198077785816,"33930, 298260, 243870","['Arma 2: Operation Arrowhead', nan, 'Only If']"
76561198077786972,"214560, 291550, 252950",['Rocket League®']
76561198077787409,"49600, 224260, 223710, 282800, 234710, 246620, 265630, 107100","['No More Room in Hell', 'Fistful of Frags', 'Bastion']"
76561198077789964,252490,['Rust']
76561198077793852,440,['Team Fortress 2']
76561198077794054,218230,['PlanetSide 2']
76561198077796347,"239160, 236370","['Thief', 'Interstellar Marines']"
76561198077800976,"4000, 230290, 295110","[""Garry's Mod"", nan, 'DayZ', 'Call of Duty: World at War', 'Dirty Bomb®']"
76561198077803539,230410,['Warframe']
76561198077804963,274940,['Depth']
76561198077811980,"209080, 240",['Counter-Strike: Source']
76561198077815717,"333600, 8930, 362870, 318230","[""Sid Meier's Civilization® V""]"
76561198077816464,346110,['ARK: Survival Evolved']
76561198077818232,"308420, 204360, 200210, 250900, 233720","['Castle Crashers®', 'Realm of the Mad God', 'Surgeon Simulator', 'The Binding of Isaac: Rebirth', nan]"
76561198077820909,319510,"[""Five Nights at Freddy's""]"
76561198077820914,304930,['Unturned']
76561198077828707,730,['Counter-Strike: Global Offensive']
76561198077869373,"377160, 211820","['Fallout 4', 'Starbound']"
76561198077882964,440,['Team Fortress 2']
76561198077888594,"209650, 10180, 346900, 376870","['Call of Duty®: Modern Warfare® 2', 'AdVenture Capitalist', 'Call of Duty®: Advanced Warfare - Gold Edition']"
76561198077889162,"440, 219740, 260230, 274190","['Team Fortress 2', nan, ""Garry's Mod""]"
76561198077893965,"8870, 221100, 223470, 250320, 251570, 218620, 238430","['The Wolf Among Us', 'DayZ', 'BioShock Infinite', 'The Walking Dead', nan]"
76561198077898598,244850,[nan]
76561198077911827,4000,"[""Garry's Mod""]"
76561198077971454,227480,"['Fallout 4', 'Call of Duty®: Black Ops III', 'God Mode', 'Gone Home', nan]"
76561198077979593,204300,['Awesomenauts - the 2D moba']
76561198077982319,"298260, 236390","[nan, 'Only If']"
76561198077992470,200210,['Realm of the Mad God']
76561198077993857,730,['Counter-Strike: Global Offensive']
76561198078003443,304930,['Unturned']
76561198078007369,72850,[nan]
76561198078052595,"216250, 219103","[nan, ""Sid Meier's Civilization® V""]"
76561198078053476,730,['Counter-Strike: Global Offensive']
76561198078059717,301520,['Robocraft']
76561198078061206,730,['Counter-Strike: Global Offensive']
76561198078062945,440,['Team Fortress 2']
76561198078072180,8190,['Just Cause 2']
76561198078073381,202970,['Call of Duty®: Black Ops II']
76561198078078491,"333930, 205100","['Dirty Bomb®', 'Dishonored']"
76561198078081680,333950,"['Medieval Engineers', nan, 'Arma 3', 'Gotham City Impostors Free to Play', 'Empyrion - Galactic Survival']"
76561198078085336,232790,"['Broken Age', 'Undertale']"
76561198078111795,4000,"[""Garry's Mod""]"
76561198078119248,48705,"['Mount & Blade: Warband', 'Mount & Blade: Warband - Napoleonic Wars', ""Monaco: What's Yours Is Mine"", 'Team Fortress 2', nan]"
76561198078135823,"47800, 48700",['Mount & Blade: Warband']
76561198078138335,275850,"[""No Man's Sky""]"
76561198078141904,218230,['PlanetSide 2']
76561198078144206,259080,['Just Cause 2: Multiplayer Mod']
76561198078154354,"730, 22380","['Fallout: New Vegas', nan, 'Counter-Strike: Global Offensive']"
76561198078155892,730,['Counter-Strike: Global Offensive']
76561198078167501,440,['Team Fortress 2']
76561198078194423,105600,['Terraria']
76561198078205030,4000,"[""Garry's Mod""]"
76561198078205345,232090,['Killing Floor 2']
76561198078210923,"13210, 221100, 215470","['DayZ', 'Portal 2', 'Primal Carnage', 'Unreal Tournament 3 Black']"
76561198078241519,214950,['Total War™: ROME II - Emperor Edition']
76561198078242573,230410,['Warframe']
76561198078246064,"218230, 233270","['PlanetSide 2', 'Far Cry 3 - Blood Dragon']"
76561198078292204,"220240, 440, 212680","['FTL: Faster Than Light', nan, 'Team Fortress 2', 'Left 4 Dead 2']"
76561198078301258,362890,"['Black Mesa', 'Just Cause™ 3', 'Left 4 Dead 2', 'Counter-Strike: Global Offensive']"
76561198078309023,281990,"['Stellaris', 'Undertale', nan, 'Naval Action', 'DayZ']"
76561198078313841,"49520, 252490","['Rust', 'Borderlands 2', 'Chivalry: Medieval Warfare']"
76561198078319725,21970,"['Team Fortress 2', ""Sid Meier's Civilization® V"", nan, 'Ratz Instagib', 'Call of Duty®: Black Ops II - Apocalypse']"
76561198078320166,238960,[nan]
76561198078327562,240,['Counter-Strike: Source']
76561198078334800,301520,['Robocraft']
76561198078337647,440,['Team Fortress 2']
76561198078378127,570,[nan]
76561198078381467,"49520, 219830, 440","['Team Fortress 2', 'Borderlands 2', ""King Arthur's Gold""]"
76561198078387492,4000,"[""Garry's Mod""]"
76561198078389003,221910,['The Stanley Parable']
76561198078392578,8190,['Just Cause 2']
76561198078411167,"346120, 218620, 436150","[nan, 'Boring Man - Online Tactical Stickman Combat', 'BLOCKADE 3D']"
76561198078429786,207230,['ArcheBlade™']
76561198078439456,113200,['The Binding of Isaac']
76561198078480900,99900,['Spiral Knights']
76561198078493105,730,['Counter-Strike: Global Offensive']
76561198078501363,427520,['Factorio']
76561198078513713,"105600, 1250, 212680, 49520, 203160, 313690","['Borderlands 2', ""Garry's Mod"", 'Killing Floor', 'FTL: Faster Than Light', 'Terraria']"
76561198078524860,"346250, 211820",['Starbound']
76561198078535339,49520,['Borderlands 2']
76561198078562678,301520,['Robocraft']
76561198078573640,211500,"['RaceRoom Racing Experience', nan, 'Train Simulator: Southern Pacific GS-4 Loco Add-On']"
76561198078582860,253430,"['Saints Row: The Third', nan, ""Garry's Mod"", 'ARK: Survival Evolved', 'Team Fortress 2']"
76561198078584463,"313120, 236390, 358150, 730, 331900","['Stranded Deep', 'Counter-Strike: Global Offensive', nan]"
76561198078586370,48700,['Mount & Blade: Warband']
76561198078589899,265930,['Goat Simulator']
76561198078595101,"224580, 440, 33930, 70000, 203160, 570, 224540, 48700","['Tomb Raider', 'Team Fortress 2', 'Mount & Blade: Warband', nan, ""Garry's Mod""]"
76561198078610122,49520,['Borderlands 2']
76561198078614334,440,['Team Fortress 2']
76561198078617407,4000,"[""Garry's Mod""]"
76561198078649427,"397340, 317360, 346900, 221910, 274940, 373180","['Depth', 'The Stanley Parable']"
76561198078659459,277430,['Halo: Spartan Assault']
76561198078665679,440,['Team Fortress 2']
76561198078670475,301970,"[""Garry's Mod"", 'Lambda Wars Beta', 'Screencheat', 'Arma 3 Zeus', 'Team Fortress 2']"
76561198078670623,4920,['Natural Selection 2']
76561198078718666,301910,"['Saints Row: Gat out of Hell', ""Garry's Mod"", 'Battleborn', 'Dirty Bomb®', 'State of Decay']"
76561198078730600,440,['Team Fortress 2']
76561198078732258,570,[nan]
76561198078733772,301520,['Robocraft']
